"HMM Profile";"Profile Length";"locus_tag";"Gene Length";"E Value";"Profile Start";"Profile End";"Gene Start";"Gene End";"Coverage";"HMM_Profile_simple";"HK"
"CBM32.hmm";124;"PROKKA_129946";741;1,4e-16;16;122;530;643;0,85483871;"CBM32";"PROKKA_129946_1_CBM32"
"PL6.hmm";372;"PROKKA_129967";774;7,7e-132;2;370;32;415;0,989247312;"PL6";"PROKKA_129967_1_PL6"
"GH107.hmm";329;"PROKKA_129982";553;8,7e-71;3;329;32;373;0,990881459;"GH107";"PROKKA_129982_1_GH107"
"CBM47.hmm";128;"PROKKA_129982";553;3,3e-25;2;128;425;547;0,984375;"CBM47";"PROKKA_129982_1_CBM47"
"PL6_2.hmm";356;"PROKKA_130059";451;1,5e-90;4;356;33;413;0,988764045;"PL6";"PROKKA_130059_1_PL6"
"CBM32.hmm";124;"PROKKA_130060";598;3,4e-21;6;122;171;293;0,935483871;"CBM32";"PROKKA_130060_1_CBM32"
"PL7_3.hmm";214;"PROKKA_130060";598;3,1e-65;2;214;355;595;0,990654206;"PL7";"PROKKA_130060_1_PL7"
"GH141.hmm";527;"PROKKA_130126";800;4,1e-58;15;522;42;547;0,962049336;"GH141";"PROKKA_130126_1_GH141"
"GH29.hmm";346;"PROKKA_130226";509;1,8e-75;7;346;10;398;0,979768786;"GH29";"PROKKA_130226_1_GH29"
"GT19.hmm";354;"PROKKA_130228";390;3,1e-130;1;353;17;372;0,994350282;"GT19";"PROKKA_130228_1_GT19"
"GT4.hmm";160;"PROKKA_130262";391;2,2e-19;7;159;206;363;0,95;"GT4";"PROKKA_130262_1_GT4"
"GH23.hmm";135;"PROKKA_130316";730;8,5e-26;13;125;572;724;0,82962963;"GH23";"PROKKA_130316_1_GH23"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_130380";401;3,8e-21;2;166;141;307;0,964705882;"GT2";"PROKKA_130380_1_GT2"
"GH65.hmm";372;"PROKKA_130437";775;5,3e-145;1;371;323;702;0,994623656;"GH65";"PROKKA_130437_1_GH65"
"GH128.hmm";224;"PROKKA_130486";723;2e-44;4;224;394;617;0,982142857;"GH128";"PROKKA_130486_1_GH128"
"PL7_5.hmm";267;"PROKKA_130551";368;1,8e-70;26;266;68;348;0,898876404;"PL7";"PROKKA_130551_1_PL7"
"GH77.hmm";494;"PROKKA_130612";696;3,5e-140;2;491;151;692;0,989878543;"GH77";"PROKKA_130612_1_GH77"
"CE15.hmm";269;"PROKKA_130760";438;2,4e-89;1;266;75;432;0,985130112;"CE15";"PROKKA_130760_1_CE15"
"GH20.hmm";337;"PROKKA_130762";507;6,5e-70;8;335;152;486;0,970326409;"GH20";"PROKKA_130762_1_GH20"
"PL6.hmm";372;"PROKKA_130868";788;2,9e-132;3;370;26;394;0,98655914;"PL6";"PROKKA_130868_1_PL6"
"GT5.hmm";472;"PROKKA_131000";521;1e-117;4;468;1;516;0,983050847;"GT5";"PROKKA_131000_1_GT5"
"CBM48.hmm";76;"PROKKA_131001";756;5,6e-20;3;72;133;220;0,907894737;"CBM48";"PROKKA_131001_1_CBM48"
"GH13_9.hmm";301;"PROKKA_131001";756;3,4e-161;1;301;301;601;0,996677741;"GH13";"PROKKA_131001_1_GH13"
"CE4.hmm";130;"PROKKA_131047";358;5,6e-29;4;124;79;214;0,923076923;"CE4";"PROKKA_131047_1_CE4"
"GT4.hmm";160;"PROKKA_131206";362;5,4e-31;7;157;182;331;0,9375;"GT4";"PROKKA_131206_1_GT4"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_131207";250;1,9e-25;1;168;9;166;0,982352941;"GT2";"PROKKA_131207_1_GT2"
"GT25.hmm";181;"PROKKA_131212";771;1,1e-20;4;180;352;523;0,972375691;"GT25";"PROKKA_131212_1_GT25"
"CBM16.hmm";116;"PROKKA_131292";572;8,6e-17;3;113;30;130;0,948275862;"CBM16";"PROKKA_131292_1_CBM16"
"CBM32.hmm";124;"PROKKA_131292";572;2,2e-25;9;123;177;294;0,919354839;"CBM32";"PROKKA_131292_1_CBM32"
"PL7_3.hmm";214;"PROKKA_131292";572;3e-62;2;214;336;570;0,990654206;"PL7";"PROKKA_131292_1_PL7"
"PL7_5.hmm";267;"PROKKA_131410";315;4,7e-104;1;267;50;311;0,996254682;"PL7";"PROKKA_131410_1_PL7"
"GT26.hmm";171;"PROKKA_131419";431;5e-54;2;169;239;405;0,976608187;"GT26";"PROKKA_131419_1_GT26"
"GT30.hmm";177;"PROKKA_131592";445;4,6e-63;1;176;34;212;0,988700565;"GT30";"PROKKA_131592_1_GT30"
"GT4.hmm";160;"PROKKA_131627";363;2,3e-28;10;155;186;329;0,90625;"GT4";"PROKKA_131627_1_GT4"
"GH97.hmm";631;"PROKKA_131656";637;1,7e-132;6;630;17;631;0,988906498;"GH97";"PROKKA_131656_1_GH97"
"GT4.hmm";160;"PROKKA_131835";365;1,8e-16;6;145;189;322;0,86875;"GT4";"PROKKA_131835_1_GT4"
"GH23.hmm";135;"PROKKA_131980";363;7,8e-25;2;122;67;203;0,888888889;"GH23";"PROKKA_131980_1_GH23"
"PL7_5.hmm";267;"PROKKA_132120";379;9,1e-65;32;266;75;362;0,876404494;"PL7";"PROKKA_132120_1_PL7"
"CBM16.hmm";116;"PROKKA_132122";310;6,4e-22;1;106;36;134;0,905172414;"CBM16";"PROKKA_132122_1_CBM16"
"CBM32.hmm";124;"PROKKA_132122";310;1,9e-21;12;122;188;302;0,887096774;"CBM32";"PROKKA_132122_1_CBM32"
"PL7_3.hmm";214;"PROKKA_132131";587;2,7e-63;2;214;347;585;0,990654206;"PL7";"PROKKA_132131_1_PL7"
"GH77.hmm";494;"PROKKA_132221";729;6,3e-146;2;489;179;721;0,98582996;"GH77";"PROKKA_132221_1_GH77"
"GH29.hmm";346;"PROKKA_132304";604;3,9e-85;18;345;27;363;0,945086705;"GH29";"PROKKA_132304_1_GH29"
"PL17.hmm";139;"PROKKA_132381";757;2e-50;2;138;414;548;0,978417266;"PL17";"PROKKA_132381_1_PL17"
"GH31.hmm";427;"PROKKA_132402";683;4,2e-127;2;427;109;546;0,995316159;"GH31";"PROKKA_132402_1_GH31"
"GH30_2.hmm";417;"PROKKA_132444";470;1,8e-174;2;416;46;465;0,992805755;"GH30";"PROKKA_132444_1_GH30"
"GH95.hmm";722;"PROKKA_132446";834;8e-298;4;716;22;769;0,986149584;"GH95";"PROKKA_132446_1_GH95"
"GH16.hmm";189;"PROKKA_132625";312;1,9e-32;2;189;53;306;0,989417989;"GH16";"PROKKA_132625_1_GH16"
"GT51.hmm";177;"PROKKA_132656";237;2,1e-25;20;171;51;199;0,853107345;"GT51";"PROKKA_132656_1_GT51"
"GT30.hmm";177;"PROKKA_132817";398;2,3e-31;10;175;38;199;0,93220339;"GT30";"PROKKA_132817_1_GT30"
"CBM32.hmm";124;"PROKKA_132938";407;5,4e-18;8;122;60;175;0,919354839;"CBM32";"PROKKA_132938_1_CBM32"
"GT4.hmm";160;"PROKKA_133062";373;4,1e-33;9;156;194;339;0,91875;"GT4";"PROKKA_133062_1_GT4"
"GH109.hmm";126;"PROKKA_133070";331;3e-19;2;114;4;114;0,888888889;"GH109";"PROKKA_133070_1_GH109"
"GT30.hmm";177;"PROKKA_133143";418;2,2e-48;7;176;38;207;0,95480226;"GT30";"PROKKA_133143_1_GT30"
"CBM16.hmm";116;"PROKKA_133209";387;3,2e-21;3;110;25;123;0,922413793;"CBM16";"PROKKA_133209_1_CBM16"
"PL18.hmm";188;"PROKKA_133209";387;4,1e-77;2;188;185;371;0,989361702;"PL18";"PROKKA_133209_1_PL18"
"GH5_53.hmm";386;"PROKKA_133225";1492;5,5e-186;1;386;91;472;0,997409326;"GH5";"PROKKA_133225_1_GH5"
"CBM48.hmm";76;"PROKKA_133253";750;2e-19;3;71;131;217;0,894736842;"CBM48";"PROKKA_133253_1_CBM48"
"GH13_9.hmm";301;"PROKKA_133253";750;1,1e-161;1;301;295;595;0,996677741;"GH13";"PROKKA_133253_1_GH13"
"PL7_5.hmm";267;"PROKKA_133399";410;1e-70;5;265;105;394;0,973782772;"PL7";"PROKKA_133399_1_PL7"
"GH16.hmm";189;"PROKKA_133411";387;1,6e-51;3;188;159;384;0,978835979;"GH16";"PROKKA_133411_1_GH16"
"GH17.hmm";311;"PROKKA_133489";310;1,5e-26;24;308;55;294;0,91318328;"GH17";"PROKKA_133489_1_GH17"
"GH3.hmm";216;"PROKKA_133514";344;1,6e-53;10;216;56;280;0,953703704;"GH3";"PROKKA_133514_1_GH3"
"GT51.hmm";177;"PROKKA_133566";555;1,1e-58;13;177;83;247;0,926553672;"GT51";"PROKKA_133566_1_GT51"
"GT51.hmm";177;"PROKKA_133567";748;3,3e-58;3;177;109;282;0,983050847;"GT51";"PROKKA_133567_1_GT51"
"GT4.hmm";160;"PROKKA_133716";175;4,3e-28;14;155;2;141;0,88125;"GT4";"PROKKA_133716_1_GT4"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_133758";322;1,1e-33;1;153;3;148;0,894117647;"GT2";"PROKKA_133758_1_GT2"
"GT4.hmm";160;"PROKKA_133781";371;1,6e-31;7;159;191;343;0,95;"GT4";"PROKKA_133781_1_GT4"
"GT28.hmm";157;"PROKKA_133880";384;8,4e-52;2;154;193;354;0,968152866;"GT28";"PROKKA_133880_1_GT28"
"GH103.hmm";295;"PROKKA_133938";428;4,2e-109;1;294;40;333;0,993220339;"GH103";"PROKKA_133938_1_GH103"
"GH73.hmm";128;"PROKKA_133980";277;3,4e-18;10;126;146;272;0,90625;"GH73";"PROKKA_133980_1_GH73"
"CE4.hmm";130;"PROKKA_134061";289;6,5e-25;20;128;49;161;0,830769231;"CE4";"PROKKA_134061_1_CE4"
"AA3_2.hmm";568;"PROKKA_134116";496;8,9e-68;2;560;5;487;0,982394366;"AA3";"PROKKA_134116_1_AA3"
"CBM32.hmm";124;"PROKKA_134286";753;1,7e-16;7;107;76;183;0,806451613;"CBM32";"PROKKA_134286_1_CBM32"
"PL7_5.hmm";267;"PROKKA_134286";753;3,3e-77;1;266;233;515;0,992509363;"PL7";"PROKKA_134286_1_PL7"
"GT4.hmm";160;"PROKKA_134341";307;2,7e-33;9;157;128;274;0,925;"GT4";"PROKKA_134341_1_GT4"
"GH95.hmm";722;"PROKKA_134352";768;4e-74;94;714;94;707;0,858725762;"GH95";"PROKKA_134352_1_GH95"
"PL7.hmm";231;"PROKKA_134393";1092;8,8e-44;1;231;51;293;0,995670996;"PL7";"PROKKA_134393_1_PL7"
"GH13_9.hmm";301;"PROKKA_134488";575;7,1e-160;1;301;122;422;0,996677741;"GH13";"PROKKA_134488_1_GH13"
"GT5.hmm";472;"PROKKA_134489";522;3,8e-118;1;471;2;518;0,995762712;"GT5";"PROKKA_134489_1_GT5"
"GH95.hmm";722;"PROKKA_134500";792;5,4e-68;16;717;47;716;0,970914127;"GH95";"PROKKA_134500_1_GH95"
"GH13.hmm";299;"PROKKA_134563";465;9,2e-57;11;290;49;352;0,933110368;"GH13";"PROKKA_134563_1_GH13"
"GH113.hmm";306;"PROKKA_134629";336;7,3e-111;1;306;24;328;0,996732026;"GH113";"PROKKA_134629_1_GH113"
"GH136.hmm";491;"PROKKA_134705";436;2,8e-62;95;490;2;432;0,804480652;"GH136";"PROKKA_134705_1_GH136"
"GH16.hmm";189;"PROKKA_134706";329;5,9e-29;3;170;74;299;0,883597884;"GH16";"PROKKA_134706_1_GH16"
"GT30.hmm";177;"PROKKA_134762";414;5,7e-44;13;176;48;207;0,920903955;"GT30";"PROKKA_134762_1_GT30"
"GT4.hmm";160;"PROKKA_134788";360;3,5e-26;7;152;195;335;0,90625;"GT4";"PROKKA_134788_1_GT4"
"GH43_12.hmm";281;"PROKKA_134996";543;1,4e-113;2;277;28;310;0,978647687;"GH43";"PROKKA_134996_1_GH43"
"GT4.hmm";160;"PROKKA_135051";375;8,3e-28;8;157;198;346;0,93125;"GT4";"PROKKA_135051_1_GT4"
"CBM48.hmm";76;"PROKKA_135098";739;1e-16;3;72;131;218;0,907894737;"CBM48";"PROKKA_135098_1_CBM48"
"GH13_9.hmm";301;"PROKKA_135098";739;8,6e-160;1;301;287;587;0,996677741;"GH13";"PROKKA_135098_1_GH13"
"PL6.hmm";372;"PROKKA_135117";786;1,7e-131;2;371;42;427;0,991935484;"PL6";"PROKKA_135117_1_PL6"
"CBM57.hmm";147;"PROKKA_135140";896;1e-25;13;146;729;888;0,904761905;"CBM57";"PROKKA_135140_1_CBM57"
"CBM32.hmm";124;"PROKKA_135145";830;4,6e-22;9;122;33;147;0,911290323;"CBM32";"PROKKA_135145_1_CBM32"
"CBM47.hmm";128;"PROKKA_135145";830;7,8e-34;2;127;167;295;0,9765625;"CBM47";"PROKKA_135145_1_CBM47"
"CE14.hmm";124;"PROKKA_135173";239;3,6e-25;1;124;6;111;0,991935484;"CE14";"PROKKA_135173_1_CE14"
"GH30_1.hmm";416;"PROKKA_135206";496;1,4e-166;4;416;53;492;0,990384615;"GH30";"PROKKA_135206_1_GH30"
"GH16.hmm";189;"PROKKA_135235";559;2,9e-55;2;189;324;557;0,989417989;"GH16";"PROKKA_135235_1_GH16"
"PL7_5.hmm";267;"PROKKA_135339";469;2,6e-59;1;266;183;464;0,992509363;"PL7";"PROKKA_135339_1_PL7"
"CE11.hmm";271;"PROKKA_135345";306;4,2e-116;1;270;4;276;0,992619926;"CE11";"PROKKA_135345_1_CE11"
"GH3.hmm";216;"PROKKA_135348";973;8,7e-58;4;215;100;326;0,976851852;"GH3";"PROKKA_135348_1_GH3"
"GH16.hmm";189;"PROKKA_135370";366;4,3e-50;2;188;135;363;0,984126984;"GH16";"PROKKA_135370_1_GH16"
"GT35.hmm";674;"PROKKA_135471";820;2e-278;1;673;105;819;0,997032641;"GT35";"PROKKA_135471_1_GT35"
"GT51.hmm";177;"PROKKA_135501";769;3,2e-59;1;177;63;243;0,994350282;"GT51";"PROKKA_135501_1_GT51"
"GH23.hmm";135;"PROKKA_135586";490;2,3e-24;4;124;287;445;0,888888889;"GH23";"PROKKA_135586_1_GH23"
"GH141.hmm";527;"PROKKA_135598";764;5,7e-60;38;523;30;515;0,920303605;"GH141";"PROKKA_135598_1_GH141"
"CBM48.hmm";76;"PROKKA_135794";746;1,2e-17;3;72;131;218;0,907894737;"CBM48";"PROKKA_135794_1_CBM48"
"GH13_9.hmm";301;"PROKKA_135794";746;2,5e-161;1;301;293;593;0,996677741;"GH13";"PROKKA_135794_1_GH13"
"GT4.hmm";160;"PROKKA_135917";379;4,3e-35;6;156;196;343;0,9375;"GT4";"PROKKA_135917_1_GT4"
"PL6.hmm";372;"PROKKA_136022";1290;8,6e-83;2;370;21;419;0,989247312;"PL6";"PROKKA_136022_1_PL6"
"CBM32.hmm";124;"PROKKA_136022";1290;1,6e-20;11;122;688;802;0,89516129;"CBM32";"PROKKA_136022_1_CBM32"
"CBM47.hmm";128;"PROKKA_136022";1290;1,9e-29;2;128;918;1038;0,984375;"CBM47";"PROKKA_136022_1_CBM47"
"GT9.hmm";225;"PROKKA_136032";328;2e-30;3;195;60;276;0,853333333;"GT9";"PROKKA_136032_1_GT9"
"CE4.hmm";130;"PROKKA_136121";358;8,1e-28;4;126;75;216;0,938461538;"CE4";"PROKKA_136121_1_CE4"
"CBM32.hmm";124;"PROKKA_136131";760;2,2e-19;11;120;35;150;0,879032258;"CBM32";"PROKKA_136131_1_CBM32"
"CBM6.hmm";138;"PROKKA_136131";760;1,6e-31;9;137;181;309;0,927536232;"CBM6";"PROKKA_136131_1_CBM6"
"PL6_2.hmm";356;"PROKKA_136131";760;2,5e-104;2;356;344;716;0,994382022;"PL6";"PROKKA_136131_1_PL6"
"GH23.hmm";135;"PROKKA_136217";521;1,2e-26;4;126;119;259;0,903703704;"GH23";"PROKKA_136217_1_GH23"
"CBM16.hmm";116;"PROKKA_136228";592;2,3e-16;3;112;33;132;0,939655172;"CBM16";"PROKKA_136228_1_CBM16"
"CBM32.hmm";124;"PROKKA_136228";592;3,4e-20;5;121;183;304;0,935483871;"CBM32";"PROKKA_136228_1_CBM32"
"PL7_3.hmm";214;"PROKKA_136228";592;2,6e-64;2;214;358;590;0,990654206;"PL7";"PROKKA_136228_1_PL7"
"GH149.hmm";1128;"PROKKA_136276";925;0;214;1127;1;917;0,809397163;"GH149";"PROKKA_136276_1_GH149"
"GH17.hmm";311;"PROKKA_136277";427;4,7e-27;16;309;72;380;0,942122186;"GH17";"PROKKA_136277_1_GH17"
"PL6.hmm";372;"PROKKA_136294";773;1,8e-133;2;371;28;412;0,991935484;"PL6";"PROKKA_136294_1_PL6"
"GH3.hmm";216;"PROKKA_136548";906;4,2e-70;3;215;62;303;0,981481481;"GH3";"PROKKA_136548_1_GH3"
"CE10.hmm";341;"PROKKA_136580";310;8e-56;50;328;37;301;0,815249267;"CE10";"PROKKA_136580_1_CE10"
"GH95.hmm";722;"PROKKA_136632";851;4,6e-300;5;715;41;786;0,983379501;"GH95";"PROKKA_136632_1_GH95"
"GH19.hmm";231;"PROKKA_136636";554;5,8e-74;1;231;230;487;0,995670996;"GH19";"PROKKA_136636_1_GH19"
"CE4.hmm";130;"PROKKA_136725";296;1,4e-22;22;128;46;156;0,815384615;"CE4";"PROKKA_136725_1_CE4"
"GT9.hmm";225;"PROKKA_136730";322;4e-34;2;202;59;278;0,888888889;"GT9";"PROKKA_136730_1_GT9"
"GH43_10.hmm";271;"PROKKA_136753";555;6,2e-82;2;271;38;324;0,992619926;"GH43";"PROKKA_136753_1_GH43"
"GH95.hmm";722;"PROKKA_136779";768;1,6e-73;96;714;96;707;0,855955679;"GH95";"PROKKA_136779_1_GH95"
"GH128.hmm";224;"PROKKA_137011";429;1e-43;4;224;100;323;0,982142857;"GH128";"PROKKA_137011_1_GH128"
"GH128.hmm";224;"PROKKA_137012";728;4,3e-41;10;221;414;618;0,941964286;"GH128";"PROKKA_137012_1_GH128"
"GH25.hmm";177;"PROKKA_137024";255;1,1e-47;1;177;46;231;0,994350282;"GH25";"PROKKA_137024_1_GH25"
"PL7_5.hmm";267;"PROKKA_137076";237;2,5e-87;47;266;1;232;0,820224719;"PL7";"PROKKA_137076_1_PL7"
"GT4.hmm";160;"PROKKA_137260";866;5,5e-31;7;159;683;827;0,95;"GT4";"PROKKA_137260_1_GT4"
"PL6.hmm";372;"PROKKA_137457";770;6,7e-134;3;371;26;409;0,989247312;"PL6";"PROKKA_137457_1_PL6"
"GH9.hmm";418;"PROKKA_137462";611;8,7e-28;60;414;205;602;0,846889952;"GH9";"PROKKA_137462_1_GH9"
"PL7_5.hmm";267;"PROKKA_137604";310;1,7e-104;1;267;41;301;0,996254682;"PL7";"PROKKA_137604_1_PL7"
"GT28.hmm";157;"PROKKA_137626";366;6,8e-47;1;155;194;348;0,98089172;"GT28";"PROKKA_137626_1_GT28"
"CBM32.hmm";124;"PROKKA_137649";800;2,8e-20;12;122;36;150;0,887096774;"CBM32";"PROKKA_137649_1_CBM32"
"CBM6.hmm";138;"PROKKA_137649";800;2,8e-27;18;137;183;302;0,862318841;"CBM6";"PROKKA_137649_1_CBM6"
"PL6_2.hmm";356;"PROKKA_137649";800;1,1e-94;2;356;383;762;0,994382022;"PL6";"PROKKA_137649_1_PL6"
"GT4.hmm";160;"PROKKA_137711";289;2,9e-32;7;158;62;205;0,94375;"GT4";"PROKKA_137711_1_GT4"
"PL18.hmm";188;"PROKKA_137809";387;6e-55;5;162;166;335;0,835106383;"PL18";"PROKKA_137809_1_PL18"
"PL7_5.hmm";267;"PROKKA_137810";386;2,2e-84;2;266;78;374;0,988764045;"PL7";"PROKKA_137810_1_PL7"
"GH9.hmm";418;"PROKKA_137949";397;9,8e-106;45;418;5;390;0,892344498;"GH9";"PROKKA_137949_1_GH9"
"GH43_1.hmm";310;"PROKKA_137982";357;5,5e-162;1;310;38;347;0,996774194;"GH43";"PROKKA_137982_1_GH43"
"PL17.hmm";139;"PROKKA_137994";760;1,5e-50;2;138;409;545;0,978417266;"PL17";"PROKKA_137994_1_PL17"
"GT28.hmm";157;"PROKKA_138038";389;6,4e-55;2;157;212;374;0,987261146;"GT28";"PROKKA_138038_1_GT28"
"GH30_2.hmm";417;"PROKKA_138105";474;1,8e-147;2;415;66;468;0,990407674;"GH30";"PROKKA_138105_1_GH30"
"GH140.hmm";412;"PROKKA_138120";531;4,7e-20;6;411;121;521;0,983009709;"GH140";"PROKKA_138120_1_GH140"
"CE1.hmm";227;"PROKKA_138235";291;3,3e-34;8;217;27;281;0,920704846;"CE1";"PROKKA_138235_1_CE1"
"GH3.hmm";216;"PROKKA_138251";338;1,7e-51;6;215;52;279;0,967592593;"GH3";"PROKKA_138251_1_GH3"
"GT4.hmm";160;"PROKKA_138281";373;1,6e-39;7;157;196;343;0,9375;"GT4";"PROKKA_138281_1_GT4"
"GH16.hmm";189;"PROKKA_138359";447;2,3e-31;3;189;44;293;0,984126984;"GH16";"PROKKA_138359_1_GH16"
"GH73.hmm";128;"PROKKA_138486";303;6,2e-21;10;128;156;284;0,921875;"GH73";"PROKKA_138486_1_GH73"
"GH73.hmm";128;"PROKKA_138548";232;1e-19;15;126;108;224;0,8671875;"GH73";"PROKKA_138548_1_GH73"
"PL9_2.hmm";368;"PROKKA_138557";601;1,7e-82;22;362;179;499;0,923913043;"PL9";"PROKKA_138557_1_PL9"
"GT51.hmm";177;"PROKKA_138658";783;8e-48;16;176;63;223;0,903954802;"GT51";"PROKKA_138658_1_GT51"
"CBM6.hmm";138;"PROKKA_138699";1119;1,6e-23;9;136;187;315;0,920289855;"CBM6";"PROKKA_138699_1_CBM6"
"CE11.hmm";271;"PROKKA_138769";468;2,4e-75;1;222;5;227;0,815498155;"CE11";"PROKKA_138769_1_CE11"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_138856";319;1,3e-31;1;166;4;165;0,970588235;"GT2";"PROKKA_138856_1_GT2"
"GH23.hmm";135;"PROKKA_138858";546;4,2e-26;4;126;126;266;0,903703704;"GH23";"PROKKA_138858_1_GH23"
"PL6.hmm";372;"PROKKA_138926";862;2,6e-81;4;351;32;404;0,932795699;"PL6";"PROKKA_138926_1_PL6"
"GH113.hmm";306;"PROKKA_139386";334;1,3e-113;1;306;24;328;0,996732026;"GH113";"PROKKA_139386_1_GH113"
"CBM32.hmm";124;"PROKKA_139435";1108;2,8e-22;9;122;580;694;0,911290323;"CBM32";"PROKKA_139435_1_CBM32"
"GT74.hmm";280;"PROKKA_139511";327;1,1e-33;3;271;56;306;0,957142857;"GT74";"PROKKA_139511_1_GT74"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_139582";321;1,1e-20;1;162;5;161;0,947058824;"GT2";"PROKKA_139582_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_139583";322;2,6e-30;1;152;8;161;0,888235294;"GT2";"PROKKA_139583_1_GT2"
"GH23.hmm";135;"PROKKA_139664";491;3,2e-26;10;125;327;484;0,851851852;"GH23";"PROKKA_139664_1_GH23"
"PL7_5.hmm";267;"PROKKA_139742";378;1,5e-96;2;266;51;360;0,988764045;"PL7";"PROKKA_139742_1_PL7"
"GH110.hmm";548;"PROKKA_139745";604;3,4e-159;13;548;31;573;0,976277372;"GH110";"PROKKA_139745_1_GH110"
"PL7_5.hmm";267;"PROKKA_139896";381;1,9e-92;1;266;61;370;0,992509363;"PL7";"PROKKA_139896_1_PL7"
"GT11.hmm";276;"PROKKA_139933";268;9e-78;1;276;1;267;0,996376812;"GT11";"PROKKA_139933_1_GT11"
"GT25.hmm";181;"PROKKA_139934";249;6e-26;3;179;5;173;0,972375691;"GT25";"PROKKA_139934_1_GT25"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_140002";401;2,4e-23;2;164;141;305;0,952941176;"GT2";"PROKKA_140002_1_GT2"
"CBM6.hmm";138;"PROKKA_140055";595;9e-27;16;137;54;172;0,876811594;"CBM6";"PROKKA_140055_1_CBM6"
"CBM47.hmm";128;"PROKKA_140055";595;4,3e-30;2;128;192;312;0,984375;"CBM47";"PROKKA_140055_1_CBM47"
"PL7_3.hmm";214;"PROKKA_140055";595;4,8e-53;1;214;354;589;0,995327103;"PL7";"PROKKA_140055_1_PL7"
"CE4.hmm";130;"PROKKA_140097";276;5,9e-36;6;123;79;199;0,9;"CE4";"PROKKA_140097_1_CE4"
"GH141.hmm";527;"PROKKA_140178";785;1,4e-59;2;523;25;542;0,988614801;"GH141";"PROKKA_140178_1_GH141"
"GT30.hmm";177;"PROKKA_140220";430;3,1e-27;10;173;51;209;0,920903955;"GT30";"PROKKA_140220_1_GT30"
"CBM67.hmm";176;"PROKKA_140316";926;5,5e-31;1;166;150;334;0,9375;"CBM67";"PROKKA_140316_1_CBM67"
"GH78.hmm";504;"PROKKA_140316";926;2,7e-174;4;503;365;877;0,990079365;"GH78";"PROKKA_140316_1_GH78"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_140373";336;1,3e-25;1;155;6;154;0,905882353;"GT2";"PROKKA_140373_1_GT2"
"GT4.hmm";160;"PROKKA_140399";393;5,4e-20;4;159;203;363;0,96875;"GT4";"PROKKA_140399_1_GT4"
"GT30.hmm";177;"PROKKA_140490";409;4,2e-41;12;176;46;207;0,926553672;"GT30";"PROKKA_140490_1_GT30"
"GH136.hmm";491;"PROKKA_140497";542;6,4e-104;3;491;20;539;0,99389002;"GH136";"PROKKA_140497_1_GH136"
"CE6.hmm";99;"PROKKA_140498";215;4,5e-27;1;99;52;142;0,98989899;"CE6";"PROKKA_140498_1_CE6"
"CBM2.hmm";101;"PROKKA_140523";860;2,2e-17;8;99;284;372;0,900990099;"CBM2";"PROKKA_140523_1_CBM2"
"GH5_53.hmm";386;"PROKKA_140523";860;6,7e-184;1;386;445;826;0,997409326;"GH5";"PROKKA_140523_1_GH5"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_140584";239;7,7e-31;2;168;6;172;0,976470588;"GT2";"PROKKA_140584_1_GT2"
"GH29.hmm";346;"PROKKA_140630";617;3,8e-93;32;346;161;506;0,907514451;"GH29";"PROKKA_140630_1_GH29"
"GH107.hmm";329;"PROKKA_140646";958;9,2e-63;2;329;134;502;0,993920973;"GH107";"PROKKA_140646_1_GH107"
"GH13.hmm";299;"PROKKA_140799";449;3e-44;12;289;55;340;0,926421405;"GH13";"PROKKA_140799_1_GH13"
"GH92.hmm";491;"PROKKA_140823";769;2,6e-142;13;489;244;766;0,969450102;"GH92";"PROKKA_140823_1_GH92"
"GH13_20.hmm";300;"PROKKA_140873";424;7,1e-45;30;300;4;290;0,9;"GH13";"PROKKA_140873_1_GH13"
"CBM32.hmm";124;"PROKKA_140938";750;8,7e-18;7;110;461;571;0,830645161;"CBM32";"PROKKA_140938_1_CBM32"
"GT32.hmm";90;"PROKKA_141004";238;2,1e-20;4;89;25;105;0,944444444;"GT32";"PROKKA_141004_1_GT32"
"PL7_5.hmm";267;"PROKKA_141063";348;1,2e-103;1;266;77;338;0,992509363;"PL7";"PROKKA_141063_1_PL7"
"PL6.hmm";372;"PROKKA_141106";763;9,2e-149;2;370;39;409;0,989247312;"PL6";"PROKKA_141106_1_PL6"
"GT28.hmm";157;"PROKKA_141133";364;3,7e-46;1;157;194;350;0,993630573;"GT28";"PROKKA_141133_1_GT28"
"CBM32.hmm";124;"PROKKA_141136";1046;5e-21;9;122;31;145;0,911290323;"CBM32";"PROKKA_141136_1_CBM32"
"CBM6.hmm";138;"PROKKA_141136";1046;1,4e-25;9;137;170;298;0,927536232;"CBM6";"PROKKA_141136_1_CBM6"
"PL18.hmm";188;"PROKKA_141136";1046;5,1e-70;3;178;353;529;0,930851064;"PL18";"PROKKA_141136_1_PL18"
